rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
838,Saturday Night Live,13600000,14717282742.0,Entertainment,Saturday Night Live,8335,United States,US,Comedy,232.0,164.0,37.0,56626000.0,14200.0,226500.0,169900.0,2700000.0,2013.0,7.0,23,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,7,2013-07-23,4562,1
839,BUDI01 GAMING,13500000,1181292450.0,Gaming,BUDI01 GAMING,319,Indonesia,ID,Games,9540.0,29.0,61.0,13436000.0,3400.0,53700.0,40300.0,644900.0,2019.0,7.0,19,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Gaming,7,2019-07-19,2375,4
840,Typical Gamer,13500000,4301581610.0,Gaming,Typical Gamer,4312,Canada,CA,Games,1716.0,11.0,61.0,32557000.0,8100.0,130200.0,97700.0,1600000.0,2008.0,8.0,24,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Gaming,8,2008-08-24,6356,6
841,Anaysa,13500000,3445794123.0,Howto & Style,Anaysa,591,India,IN,Howto,2364.0,115.0,30.0,29706000.0,7400.0,118800.0,89100.0,1400000.0,2012.0,3.0,10,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Howto & Style,3,2012-03-10,5062,5
842,JULIA GISELLA,13500000,5380132790.0,Entertainment,Julia Gisella,19,United Kingdom,GB,Music,3767960.0,2492.0,3189.0,1615.0,0.4,6.0,5.0,78.0,2015.0,3.0,24,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,3,2015-03-24,3953,1
843,Awakening Music,13500000,5545936485.0,Music,Awakening Music,814,United Kingdom,GB,Music,1183.0,30.0,140.0,35309000.0,8800.0,141200.0,105900.0,1700000.0,2006.0,12.0,25,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,12,2006-12-25,6964,0
844,Lady Diana,13500000,8265920659.0,Entertainment,Lady Diana,1403,Ukraine,UA,People,620.0,4.0,52.0,75162000.0,18800.0,300600.0,225500.0,3600000.0,2016.0,3.0,21,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558,Entertainment,3,2016-03-21,3590,0
845,Sanjoy Das Official,13500000,3912334359.0,Entertainment,Sanjoy Das Official,1793,India,IN,Games,1954.0,114.0,60.0,179232000.0,44800.0,716900.0,537700.0,8600000.0,2015.0,4.0,29,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,4,2015-04-29,3917,2
846,Woody & Kleiny,13500000,11717217293.0,Comedy,Woody & Kleiny,975,United Kingdom,GB,Entertainment,333.0,29.0,160.0,495561000.0,123900.0,2000000.0,1500000.0,23800000.0,2013.0,3.0,30,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Comedy,3,2013-03-30,4677,5
847,Vijay Kumar Viner Vlogs,13500000,7958771872.0,Entertainment,Vijay Kumar Viner Vlogs,1357,India,IN,Entertainment,663.0,116.0,162.0,109813000.0,27500.0,439300.0,329400.0,5300000.0,2019.0,3.0,22,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2019-03-22,2494,4
848,Conor Maynard,13500000,2750993392.0,Music,Conor Maynard,321,United States,US,Music,3257.0,165.0,140.0,10787000.0,2700.0,43100.0,32400.0,517800.0,2006.0,5.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2006-05-19,7184,4
849,Wengie,13500000,1900272833.0,Howto & Style,Wengie,462,United States,US,Howto,5297.0,165.0,30.0,1335000.0,334.0,5300.0,4000.0,64100.0,2010.0,9.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,9,2010-09-09,5610,3
850,Vlad y Niki Show,13400000,4622628957.0,,Vlad y Niki Show,477,United States,US,Entertainment,1537.0,166.0,162.0,92228000.0,23100.0,368900.0,276700.0,4400000.0,2018.0,11.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2018-11-08,2628,3
851,Codiscos,13400000,11789678655.0,Music,Codiscos,7356,Colombia,CO,Music,330.0,9.0,140.0,228902000.0,57200.0,915600.0,686700.0,11000000.0,2007.0,2.0,8,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Music,2,2007-02-08,6919,3
852,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13400000,2139769210.0,People & Blogs,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1028,India,IN,People,4540.0,116.0,53.0,1043000.0,261.0,4200.0,3100.0,50100.0,2016.0,9.0,9,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,9,2016-09-09,3418,4
853,Vibhu 96,13400000,20563378.0,,Vibhu 96,256,India,IN,Education,342460.0,114.0,40.0,20264000.0,5100.0,81100.0,60800.0,972700.0,2022.0,6.0,5,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,6,2022-06-05,1323,6
854,Blockbuster Movies,13400000,2650061211.0,Entertainment,Blockbuster Movies,0,India,IN,,4057944.0,5589.0,,64085000.0,0.0,0.0,0.0,0.0,2017.0,7.0,4,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,7,2017-07-04,3120,1
855,ATHLEAN-Xï¿½,13400000,2319515787.0,Howto & Style,ATHLEAN-Xï¿½,1349,United States,US,Howto,4039.0,166.0,31.0,14498000.0,3600.0,58000.0,43500.0,695900.0,2006.0,12.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,12,2006-12-16,6973,5
856,My Mate Nate,13400000,3363634923.0,Comedy,My Mate Nate,1195,Thailand,TH,Entertainment,2436.0,15.0,162.0,41672000.0,10400.0,166700.0,125000.0,2000000.0,2014.0,12.0,8,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Comedy,12,2014-12-08,4059,0
857,H2ODelirious,13400000,4356686216.0,Gaming,H2ODelirious,3727,United States,US,Games,1683.0,166.0,62.0,16785000.0,4200.0,67100.0,50400.0,805700.0,2007.0,5.0,24,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,5,2007-05-24,6814,3
858,GMA Integrated News,13400000,9569814790.0,News & Politics,GMA Integrated News,296272,Philippines,PH,News,486.0,10.0,22.0,115459000.0,28900.0,461800.0,346400.0,5500000.0,2007.0,10.0,29,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,News & Politics,10,2007-10-29,6656,0
859,Peet Montzingo,13400000,10022557589.0,People & Blogs,Peet Montzingo,319,United States,US,People,433.0,165.0,52.0,397715000.0,99400.0,1600000.0,1200000.0,19100000.0,2014.0,6.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,6,2014-06-01,4249,6
860,The Q,13400000,4306212515.0,People & Blogs,Tom Duggan,96,United States,US,Sports,3846885.0,7615.0,4466.0,3.0,0.0,0.01,0.01,0.14,2006.0,1.0,17,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,1,2006-01-17,7306,1
861,Trakin Tech,13300000,2262690743.0,Science & Technology,Trakin Tech,3640,India,IN,Tech,4152.0,116.0,16.0,43669000.0,10900.0,174700.0,131000.0,2100000.0,2011.0,11.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Science & Technology,11,2011-11-02,5191,2
862,theRadBrad,13300000,6050102764.0,Gaming,theRadBrad,8195,United States,US,Games,1038.0,167.0,63.0,15694000.0,3900.0,62800.0,47100.0,753300.0,2006.0,11.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,11,2006-11-27,6992,0
863,Matt Steffanina,13300000,3299216601.0,Entertainment,Matt Steffanina,331,United States,US,Entertainment,14275.0,692.0,694.0,1929000.0,482.0,7700.0,5800.0,92600.0,2007.0,11.0,28,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2007-11-28,6626,2
864,Stray Kids,13300000,3364230487.0,People & Blogs,straykids,3,Unknown,Unknown,Comedy,4057875.0,,4896.0,2.0,0.0,0.01,0.01,0.1,2007.0,3.0,17,,,,,,,People & Blogs,3,2007-03-17,6882,5
865,Kurt Hugo Schneider,13300000,3733856870.0,Entertainment,Kurt Hugo Schneider,698,United States,US,Entertainment,2110.0,167.0,163.0,4233000.0,1100.0,16900.0,12700.0,203200.0,2007.0,10.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,10,2007-10-16,6669,1
866,Vogue,13300000,4177184071.0,Entertainment,Vogue,3166,United States,US,People,1789.0,167.0,54.0,45095000.0,11300.0,180400.0,135300.0,2200000.0,2008.0,6.0,29,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,6,2008-06-29,6412,6
867,ýýýýýýýýýýýýýýýýýý,13300000,6482687220.0,People & Blogs,ýýýýýýýýýýýýýýýýýý,608,Russia,RU,Entertainment,927.0,13.0,163.0,90241000.0,22600.0,361000.0,270700.0,4300000.0,2015.0,10.0,4,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,10,2015-10-04,3759,6
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002.0,People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2742,United States,US,Education,524.0,166.0,41.0,161889000.0,40500.0,647600.0,485700.0,7800000.0,2011.0,11.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,11,2011-11-26,5167,5
869,VexTrex,13300000,7923901253.0,Entertainment,VexTrex,2411,Ukraine,UA,Entertainment,669.0,5.0,163.0,379346000.0,0.0,0.0,0.0,0.0,2014.0,9.0,8,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558,Entertainment,9,2014-09-08,4150,0
870,penguinz0,13300000,7773543609.0,Gaming,penguinz0,4613,United States,US,Entertainment,689.0,166.0,162.0,188948000.0,47200.0,755800.0,566800.0,9100000.0,2007.0,5.0,7,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,5,2007-05-07,6831,0
871,Just For Laughs Gags,13300000,7406628736.0,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,764.0,167.0,38.0,17468000.0,4400.0,69900.0,52400.0,838500.0,2007.0,1.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,1,2007-01-14,6944,6
872,Kabita's Kitchen,13300000,2831275503.0,Howto & Style,Kabita's Kitchen,1489,India,IN,Howto,3123.0,117.0,32.0,43118000.0,10800.0,172500.0,129400.0,2100000.0,2014.0,10.0,7,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Howto & Style,10,2014-10-07,4121,1
873,BanderitaX,13300000,4129249415.0,Gaming,BanderitaX,1640,Saudi Arabia,SA,Games,1818.0,7.0,63.0,70712000.0,17700.0,282800.0,212100.0,3400000.0,2013.0,8.0,20,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,Gaming,8,2013-08-20,4534,1
874,AzzyLand,13300000,6412313570.0,Gaming,AzzyLand,1749,Canada,CA,Entertainment,949.0,12.0,163.0,5387000.0,1300.0,21500.0,16200.0,258600.0,2015.0,5.0,8,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Gaming,5,2015-05-08,3908,4
875,HUBAï¿½ï¿½,13200000,9884886099.0,Entertainment,HUBAï¿½ï¿½,538,United States,US,Entertainment,454.0,167.0,163.0,319647000.0,79900.0,1300000.0,958900.0,15300000.0,2021.0,2.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,2,2021-02-20,1793,5
876,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13200000,1148422000.0,Entertainment,BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,192,Russia,RU,Entertainment,9855.0,13.0,163.0,8769000.0,2200.0,35100.0,26300.0,420900.0,2019.0,1.0,10,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Entertainment,1,2019-01-10,2565,3
877,Brawl Stars,13200000,2036408398.0,Gaming,Brawl Stars,172,Finland,FI,Games,4846.0,1.0,64.0,20369000.0,5100.0,81500.0,61100.0,977700.0,2017.0,4.0,28,88.2,5520314.0,6.59,4716888.0,61.92411,25.748151,Gaming,4,2017-04-28,3187,4
878,Ei Nerd,13200000,3568392223.0,Entertainment,Einerd,0,Unknown,Unknown,Games,4057944.0,,7399.0,64085000.0,0.0,0.0,0.0,0.0,2007.0,11.0,19,,,,,,,Entertainment,11,2007-11-19,6635,0
879,Sonotek Bhakti,13200000,3789736218.0,Entertainment,Sonotek Bhakti,8019,India,IN,Music,2063.0,118.0,142.0,25321000.0,6300.0,101300.0,76000.0,1200000.0,2010.0,12.0,27,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,12,2010-12-27,5501,0
880,Vilmei,13200000,4205664894.0,,Vilmei,1324,Indonesia,ID,People,1786.0,30.0,55.0,264308000.0,66100.0,1100000.0,792900.0,12700000.0,2013.0,9.0,25,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,People,9,2013-09-25,4498,2
881,MC Divertida,13200000,5224764969.0,Entertainment,MC Divertida,413,Brazil,BR,Entertainment,1269.0,49.0,164.0,64517000.0,16100.0,258100.0,193600.0,3100000.0,2018.0,1.0,17,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,1,2018-01-17,2923,2
882,The Infographics Show,13200000,5263540904.0,Education,The Infographics Show,4279,United States,US,Education,1252.0,168.0,42.0,51820000.0,13000.0,207300.0,155500.0,2500000.0,2011.0,2.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,2,2011-02-26,5440,5
883,jbalvinVEVO,13200000,20743586601.0,Music,jbalvinVEVO,237,Colombia,CO,Music,113.0,10.0,142.0,86270000.0,21600.0,345100.0,258800.0,4100000.0,2010.0,9.0,30,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Music,9,2010-09-30,5589,3
884,ýýýýýýTwinsFromRussia,13200000,9378175604.0,People & Blogs,ýýýýýýTwinsFromRussia,6888,United States,US,People,503.0,168.0,55.0,119389000.0,29800.0,477600.0,358200.0,5700000.0,2011.0,5.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,5,2011-05-16,5361,0
885,Technology Gyan,13200000,1138262456.0,Science & Technology,Technology Gyan,1022,India,IN,Tech,9955.0,118.0,17.0,18518000.0,4600.0,74100.0,55600.0,888900.0,2015.0,11.0,17,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Science & Technology,11,2015-11-17,3715,1
886,CookingShooking Hindi,13200000,1758603195.0,People & Blogs,CookingShooking Hindi,393,India,IN,Howto,5855.0,118.0,33.0,11490000.0,2900.0,46000.0,34500.0,551500.0,2017.0,4.0,4,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,4,2017-04-04,3211,1
887,Ryan Trahan,13100000,2182651464.0,Entertainment,Ryan Trahan,33,United States,US,People,4051001.0,7683.0,7670.0,248.0,0.06,0.99,0.74,12.0,2022.0,6.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,6,2022-06-27,1301,0
888,Alex Gonzaga Official,13100000,1401914513.0,People & Blogs,Alex Gonzaga Official,287,Philippines,PH,People,7733.0,11.0,56.0,10848000.0,2700.0,43400.0,32500.0,520700.0,2017.0,7.0,18,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,People & Blogs,7,2017-07-18,3106,1
889,WiederDude,13100000,2733682792.0,,WiederDude,289,United States,US,Games,3275.0,169.0,65.0,56894000.0,14200.0,227600.0,170700.0,2700000.0,2016.0,6.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Games,6,2016-06-12,3507,6
890,Ian Boggs,13100000,9110348202.0,Entertainment,Ian Boggs,1327,Unknown,Unknown,Entertainment,520.0,,163.0,329312000.0,82300.0,1300000.0,987900.0,15800000.0,2010.0,3.0,25,,,,,,,Entertainment,3,2010-03-25,5778,3
891,Lokdhun Punjabi,13100000,4712624489.0,Music,Lokdhun Punjabi,1262,India,IN,Music,1484.0,119.0,143.0,34438000.0,8600.0,137800.0,103300.0,1700000.0,2010.0,12.0,27,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,12,2010-12-27,5501,0
892,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13100000,1936582704.0,People & Blogs,Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7,Unknown,Unknown,People,4054334.0,,7714.0,2.0,0.0,0.01,0.01,0.1,2019.0,11.0,24,,,,,,,People & Blogs,11,2019-11-24,2247,6
893,Painzeiro,13100000,2555801802.0,People & Blogs,Painzeiro,1077,Brazil,BR,People,3545.0,50.0,56.0,43990000.0,11000.0,176000.0,132000.0,2100000.0,2015.0,11.0,6,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,People & Blogs,11,2015-11-06,3726,4
894,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,4214172991.0,Film & Animation,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1365,Brazil,BR,Film,1770.0,49.0,43.0,27340000.0,6800.0,109400.0,82000.0,1300000.0,2014.0,5.0,6,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,5,2014-05-06,4275,1
895,ýýýýýýýýýýýýýýý Ms Yeah,13100000,4399833602.0,People & Blogs,ýýýýýýýýýýýýýýý Ms Yeah,435,United States,US,Howto,1650.0,169.0,34.0,60661000.0,15200.0,242600.0,182000.0,2900000.0,2017.0,2.0,15,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,2,2017-02-15,3259,2
896,Hungria Hip Hop,13100000,4608751851.0,Music,Hungria Hip Hop,73,Brazil,BR,Music,1541.0,50.0,143.0,48223000.0,12100.0,192900.0,144700.0,2300000.0,2013.0,4.0,13,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,4,2013-04-13,4663,5
897,RaptorGamer,13100000,2879263916.0,People & Blogs,RaptorGamer,1444,Ecuador,EC,Games,3044.0,2.0,65.0,62909000.0,15700.0,251600.0,188700.0,3000000.0,2016.0,7.0,16,44.9,17373662.0,3.97,11116711.0,-1.831239,-78.183406,People & Blogs,7,2016-07-16,3473,5
898,RedeTV,13100000,5333569294.0,Entertainment,RedeTV,36760,Brazil,BR,Entertainment,1240.0,50.0,165.0,17588000.0,4400.0,70400.0,52800.0,844200.0,2011.0,10.0,18,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,10,2011-10-18,5206,1
899,twenty one pilots,13100000,5264039679.0,Music,twenty one pilots,194,United States,US,Music,1255.0,169.0,143.0,50922000.0,12700.0,203700.0,152800.0,2400000.0,2009.0,9.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2009-09-05,5979,5
900,DJ Khaled,13100000,6637820731.0,Music,DjKhaled,12,Samoa,WS,Music,3967392.0,81.0,5659.0,379.0,0.09,2.0,1.0,18.0,2006.0,5.0,27,7.6,202506.0,8.36,35588.0,-13.759029,-172.104629,Music,5,2006-05-27,7176,5
901,Davie504,13000000,2683297849.0,Entertainment,Davie504,838,Italy,IT,Entertainment,3340.0,2.0,166.0,29870000.0,7500.0,119500.0,89600.0,1400000.0,2011.0,5.0,18,61.9,60297396.0,9.89,42651966.0,41.87194,12.56738,Entertainment,5,2011-05-18,5359,2
902,Everson Zoio,13000000,1024467771.0,Comedy,Everson Zoio,625,Brazil,BR,Entertainment,11340.0,51.0,166.0,3052000.0,763.0,12200.0,9200.0,146500.0,2009.0,3.0,26,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Comedy,3,2009-03-26,6142,3
903,Calon Sarjana,13000000,10664585.0,Entertainment,Calon Sarjana,29,Indonesia,ID,Entertainment,772571.0,31.0,166.0,2292000000.0,0.0,0.0,0.0,0.0,2016.0,1.0,20,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,1,2016-01-20,3651,2
904,Lofi Girl,13000000,1698279553.0,Music,Lofi Girl,409,France,FR,Music,6059.0,3.0,143.0,30471000.0,7600.0,121900.0,91400.0,1500000.0,2015.0,3.0,18,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,Music,3,2015-03-18,3959,2
905,Jomy Production,13000000,5057163256.0,Entertainment,SRK Edie soon,8,India,IN,,3686280.0,5227.0,,2.0,0.0,0.01,0.01,0.1,2021.0,3.0,18,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2021-03-18,1767,3
906,GH'S,13000000,8739174649.0,Gaming,GH'S,510,South Korea,KR,Games,553.0,15.0,65.0,1081000000.0,270300.0,4300000.0,3200000.0,51900000.0,2020.0,7.0,7,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Gaming,7,2020-07-07,2021,1
907,JesseAndMike,13000000,9999238237.0,Entertainment,JesseAndMike,716,United States,US,Entertainment,440.0,170.0,166.0,41109000.0,10300.0,164400.0,123300.0,2000000.0,2007.0,4.0,29,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,4,2007-04-29,6839,6
908,Wolfoo Channel,13000000,301547793.0,,Wolfoo Channel,22,Pakistan,PK,People,4035874.0,3926.0,7638.0,590.0,0.15,2.0,2.0,28.0,2021.0,8.0,11,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116,People,8,2021-08-11,1621,2
909,Susy Mouriz,13000000,6270909026.0,Entertainment,Susy Mouriz,1299,Mexico,MX,Entertainment,969.0,31.0,165.0,368437000.0,92100.0,1500000.0,1100000.0,17700000.0,2017.0,3.0,18,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,3,2017-03-18,3228,5
910,7 Minutoz,13000000,4349562794.0,Music,7 Minutoz,521,Brazil,BR,Music,1692.0,51.0,144.0,29526000.0,7400.0,118100.0,88600.0,1400000.0,2012.0,6.0,4,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,6,2012-06-04,4976,0
911,The LaBrant Fam,13000000,4637474071.0,Comedy,The LaBrant Fam,612,United States,US,People,1557.0,170.0,57.0,42412000.0,0.0,0.0,0.0,0.0,2012.0,8.0,24,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,8,2012-08-24,4895,4
912,Pastor Antï¿½ï¿½ï¿½ï¿½ï,12900000,2112274210.0,People & Blogs,Pastor Antï¿½ï¿½ï¿½ï¿½ï,4712,Brazil,BR,People,4602.0,52.0,58.0,31796000.0,7900.0,127200.0,95400.0,1500000.0,2013.0,1.0,19,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,People & Blogs,1,2013-01-19,4747,5
913,Matheus Yurley,12900000,140022442.0,Entertainment,Matheus Yurley,69,Brazil,BR,Entertainment,93531.0,52.0,167.0,147626.0,37.0,591.0,443.0,7100.0,2015.0,1.0,27,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,1,2015-01-27,4009,1
914,gymvirtual,12900000,2509752944.0,Sports,gymvirtual,1572,Spain,ES,Sports,3645.0,17.0,12.0,11993000.0,3000.0,48000.0,36000.0,575700.0,2010.0,11.0,1,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Sports,11,2010-11-01,5557,0
915,BIBOï¿½ï¿½ï¿½ï¿½ï,12900000,3178222797.0,Entertainment,BIBOï¿½ï¿½ï¿½ï¿½ï,193,South Korea,KR,Entertainment,2649.0,16.0,167.0,4001000.0,1000.0,16000.0,12000.0,192100.0,2016.0,8.0,8,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Entertainment,8,2016-08-08,3450,0
916,Top Viral Talent,12900000,3643698504.0,Entertainment,Top Viral Talent,1598,United States,US,Entertainment,2177.0,171.0,167.0,29379000.0,7300.0,117500.0,88100.0,1400000.0,2014.0,1.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,1,2014-01-02,4399,3
917,Akon,12900000,6300933122.0,Music,Akon,39,United States,US,Music,976.0,171.0,145.0,91240000.0,22800.0,365000.0,273700.0,4400000.0,2005.0,11.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,11,2005-11-05,7379,5
918,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,7520379951.0,People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,169304,United Arab Emirates,AE,News,737.0,8.0,23.0,80219000.0,20100.0,320900.0,240700.0,3900000.0,2006.0,9.0,19,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,People & Blogs,9,2006-09-19,7061,1
919,Rauw Alejandro,12900000,11504090820.0,Music,Rauw Alejandro,168,Unknown,Unknown,Music,348.0,5.0,145.0,205548000.0,51400.0,822200.0,616600.0,9900000.0,2014.0,12.0,11,,,,,,,Music,12,2014-12-11,4056,3
920,EnriqueIglesiasVEVO,12900000,15446707595.0,Music,EnriqueIglesiasVEVO,137,United States,US,Music,210.0,171.0,145.0,75773000.0,18900.0,303100.0,227300.0,3600000.0,2009.0,5.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2009-05-12,6095,1
921,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,12900000,5585085130.0,Shows,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,1255,Ukraine,UA,Entertainment,1164.0,6.0,166.0,71118000.0,17800.0,284500.0,213400.0,3400000.0,2014.0,7.0,17,82.7,44385155.0,8.88,30835699.0,48.379433,31.16558,Shows,7,2014-07-17,4203,3
922,The Shiny Peanut,12900000,2848466522.0,Education,The Shiny Peanut,2337,Indonesia,ID,Entertainment,3109.0,32.0,167.0,837700.0,209.0,3400.0,2500.0,40200.0,2016.0,10.0,26,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Education,10,2016-10-26,3371,2
923,Talking Angela,12800000,3632438963.0,Entertainment,Talking Angela,233,United Kingdom,GB,Film,2184.0,31.0,45.0,27957000.0,7000.0,111800.0,83900.0,1300000.0,2014.0,9.0,2,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Entertainment,9,2014-09-02,4156,1
924,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,5863456698.0,Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1727,Iraq,IQ,Comedy,1087.0,2.0,40.0,35336000.0,8800.0,141300.0,106000.0,1700000.0,2016.0,1.0,30,16.2,39309783.0,12.82,27783368.0,33.223191,43.679291,Comedy,1,2016-01-30,3641,5
925,Duo Tiempo De Sol,12800000,6662288136.0,Music,Duo Tiempo De Sol,323,Spain,ES,Education,896.0,17.0,44.0,53988000.0,13500.0,216000.0,162000.0,2600000.0,2013.0,3.0,26,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Music,3,2013-03-26,4681,1
926,Troom Troom India,12800000,6804072897.0,Howto & Style,Troom Troom India,2385,Unknown,Unknown,Howto,873.0,,35.0,17270000.0,4300.0,69100.0,51800.0,829000.0,2015.0,4.0,19,,,,,,,Howto & Style,4,2015-04-19,3927,6
